id,requirement
Prj-1 - PR-001,The system shall have a MDI form that allows for the viewing of the graph and the data table.
Prj-1 - PR-002,The system shall display Events in a vertical table by time.
Prj-1 - PR-003,The system shall display the Events in a graph by time.
Prj-1 - PR-004,The system shall display Events or Activities.
Prj-1 - PR-005,"The display shall have two regions: left 2/3 of the display is graphical, right 1/3 of the display is a data table"
Prj-1 - PR-006,The data displayed in both the nodes within the graph and the rows in the table are MSEL Summary data
Prj-1 - PR-007,The table side of the display shall be split into 2 regions: sequential and temporal.
Prj-1 - PR-008,The top 1/4 of the table will hold events that are to occur sequentially.
Prj-1 - PR-009,The bottom 3/4 of the table will hold events that occur according to its relevance to current time.
Prj-1 - PR-010,The system shall color code events according to their variance from current time.
Prj-1 - PR-011,The system shall display data from the Sync Matrix 1.0 and Exercise Management Tool 1.0 applications
Prj-1 - PR-012,The system shall link Events back to either the Sync Matrix 1.0 or the Exercise Managment Tool 1.0 applications for modifications.
Prj-1 - PR-013,The system shall allow modification of the display.
Prj-1 - PR-014,The system shall offer a display of all the Events in the exercise.
Prj-1 - PR-015,The system shall filter data by: Venues and Key Events.
Prj-1 - PR-016,The system shall allow a user to define the time segments
Prj-1 - PR-017,The system shall display the local and exercise time in separate clocks
Prj-1 - PR-018,The system shall offer the ability to pause and resume the refresh of data.
Prj-1 - PR-019,The system shall provide charts for the Activity or Event actual versus assumed time.
Prj-1 - PR-020,The system shall provide a history report of changes made to the Activity or Event data
Prj-1 - PR-021,The system shall allow a real estate agent to query MLS information
Prj-1 - PR-022,The user shall be able to get driving directions to a selected property
Prj-1 - PR-023,The user shall be able to download appointments and contact information for clients
Prj-1 - PR-024,The system shall display clear property images in the search results
Prj-1 - PR-025,The system shall update or create new property listings in the MLS
Prj-1 - PR-026,Realtor shall be able to generate a CMA report based on property criteria
Prj-1 - PR-027,The system shall be able to call the seller or buyer to schedule an appointment
Prj-1 - PR-028,The realtor shall be notified of new client appointments after automatic synchronization with office system
Prj-2 - PR-029,The realtor shall be able to retrieve a map showing property locations for a specified area
Prj-2 - PR-030,The system shall notify the realtor when a seller or buyer responds to an appointment request
Prj-2 - PR-031,The product shall allow the user to save the property search results.
Prj-2 - PR-032,A cohort shall be associated to one Program of Study offered by the department.
Prj-2 - PR-033,Program Administrators and Nursing Staff Members shall be able to add a listing of students to a cohort.
Prj-2 - PR-034,Program Administrators and Nursing Staff Members shall be able to add a single student to a cohort
Prj-2 - PR-035,Students added to a cohort shall be eligible for the cohort’s Program of Study.
Prj-2 - PR-036,Program Administrators and Nursing Staff Members shall be able to specify the preferred sequence of classes for a given cohort.
Prj-2 - PR-037,"For each class within a sequence for a cohort, Program Administrators and Nursing Staff Members shall be able to specify which quarter that class will be offered."
Prj-2 - PR-038,"For each class within a sequence for a cohort, Program Administrators and Nursing Staff Members shall be able to specify which quarter that class will be offered."
Prj-2 - PR-039,Program Administrators and Nursing Staff Members shall be able to add new classes to a sequence of classes
Prj-2 - PR-040,Program Administrators and Nursing Staff Members shall be able to add clinical classes or sections to a sequence of classes
Prj-2 - PR-041,"Program Administrators and Nursing Staff Members shall be able to add a new cohort to the system, identified by start month and year."
Prj-2 - PR-042,Program Administrators and Nursing Staff Members shall be able to add new classes for the nursing department into the system.
Prj-2 - PR-043,A class shall be either a non-clinical class or a clinical class.
Prj-2 - PR-044,"A non-clinical class shall specify the course name, lecture room requirements, and instructor needs."
Prj-2 - PR-045,"A clinical class shall specify the course name, lecture room requirements, clinical site needs, lecture instructor needs, and clinical lab instructor needs."
Prj-2 - PR-046,Program Administrators/Nursing Staff Members shall be able to create a new Program of Study.
Prj-2 - PR-047,A Program of Study shall consist of a program name and listing of required classes (both clinical and non-clinical) that must be completed.
Prj-2 - PR-048,Program Administrators and Nursing Staff Members shall have the ability to specify which classes are required for a Program of Study
Prj-2 - PR-049,The system shall be able to display a report of needed classes for a given quarter for all cohorts of all programs for Program Administrators/Nursing Staff Members’ planning purposes.
Prj-2 - PR-050,"The report of needed classes shall include (but not be limited to) classes to be offered, number of sections needed, number of labs needed, and room types needed."
Prj-2 - PR-051,Classes for a given cohort shall not conflict with regards to the time and day that they are offered.
Prj-2 - PR-052,Program Administrators and Nursing Staff Members shall be able to add a new clinical site into the system.
Prj-2 - PR-053,"Clinical site information shall include (but not be limited to) the name of the site, contact person, and contact information."
Prj-2 - PR-054,Program Administrators and Nursing Staff Members shall be able to add a new clinical lab section for an existing clinical class into the System.
Prj-2 - PR-055,"A clinical lab section shall include the clinical site name, the class, instructor, day and time of the lab."
Prj-2 - PR-056,Program Administrators and Nursing Staff Members shall be able to add a student who has registered for a clinical class to a clinical lab section for that class.
Prj-2 - PR-057,The system shall allow a Program Administrator or Nursing staff member to remove a student from a clinical lab section.
Prj-2 - PR-058,The system shall allow a Program Administrator/Nursing Staff Member to move a student from one clinical lab section to another clinical lab section corresponding to the same clinical class.
Prj-2 - PR-059,Program Administrators/Nursing Staff Members shall be able to cancel a clinical lab section only if there are no students registered for that clinical lab section.
Prj-2 - PR-060,A Program Administrator/Nursing Staff Member shall be able to add a new nursing student to the system.
Prj-2 - PR-061,"A staff member shall have the ability to manage the progress of a part time student, which includes modifying their sequence of classes and timeline of classes."
Prj-2 - PR-062,"The system shall be able to display a printable summary for individual cohorts, which will include the students enlisted, the Program of study, sequence of classes, cohort progress through the program, and timeline of completion."
Prj-2 - PR-063,"The system shall be able to display a printable summary for individual clinical sites, which will include information on labs being held at that site for the given quarter (Clinical site, general information on labs held at that location, dates and times of all labs held there)."
Prj-2 - PR-064,"The system shall be able to display a printable summary for individual clinical labs, which will include (but not be limited to) class name, class number, lab section, listing of students enrolled, instructor, day(s), time, and location."
Prj-2 - PR-065,"The system shall be able to display a printable summary for individual nursing students, which will include (but not be limited to) student name, student ID, admission date, classes, credits, GPA, and the cohort that the student is enrolled in."
Prj-2 - PR-066,The system shall be able to display a printable summary of the system log.
Prj-2 - PR-067,"The system shall contain contact information (e-mail and phone number) for all people relevant to the system, including (but not limited to) staff members, students, lecture instructors, clinical lab instructors, and clinical site administrators."
Prj-2 - PR-068,The system will use the stored e-mail addresses as a primary means of communicating information to affected parties.
Prj-3 - PR-069,"The system will notify affected parties for routine communication purposes, including but not limited to informing students of upcoming offered classes (timeline) and what their schedule will be/shall be."
Prj-3 - PR-070,"The system will notify affected parties when changes occur affecting clinicals, including but not limited to clinical section capacity changes, and clinical section cancellations."
Prj-3 - PR-071,"The system will notify affected parties when changes occur affecting classes, including but not limited to class cancellations, class section detail changes, and changes to class offerings for a given quarter."
Prj-3 - PR-072,"The system will notify affected parties when changes occur affecting cohorts, including but not limited to changes to the sequence for a cohort’s program of study and changes to a given week’s schedule (lab cancelled this week due to instructor illness)."
Prj-3 - PR-073,"The system will notify affected parties when changes occur affecting specific students, including but not limited to changing a student’s status from full time to part time and moving a student to a different clinical section."
Prj-3 - PR-074,"Program Administrators/Nursing Staff Members shall have the ability to modify information relating to cohorts, including cohort identifier, program of study, preferred sequence of classes and quarters that a cohort will be taking specific classes."
Prj-3 - PR-075,"Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Program of Study within the Nursing Department, including the Program of study name, and required classes for that Program of Study."
Prj-3 - PR-076,"Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Clinical Site, including the clinical site name, site contact person, contact information, and address."
Prj-3 - PR-077,"Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Clinical Lab Section, including the clinical site name, the department/section for the lab, the class, instructor, day and time of lab, and contact information."
Prj-3 - PR-078,"Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Nursing Student, including student ID, student name, phone number, e-mail, status (full time or part time), and program of study."
Prj-3 - PR-079,The Disputes System must be accessible by both internal and external users.
Prj-3 - PR-080,The Disputes System must prevent users from accessing any dispute cases that do not belong to their cardholder base.
Prj-3 - PR-081,The Disputes System will facilitate direct data entry of a dispute case via a user interface that supports real time responses to the users.
Prj-3 - PR-082,The Disputes System must provide different levels of access with regard to disputes case initiation and follow-up actions.
Prj-3 - PR-083,The Disputes System shall provide view access capability for authorized users of the application.
Prj-3 - PR-084,The Disputes System shall provide update access capability for authorized users of the application.
Prj-3 - PR-085,The Disputes System must allow the users to select disputable transactions (based on the age of the transaction) from a user interface and initiate a dispute (ticket retrieval request or chargeback notification) on the selected transaction.
Prj-3 - PR-086,The Disputes System must provide the user the ability to initiate a single dispute case on multiple transactions that belong to a single merchant.
Prj-3 - PR-087,The Disputes System will provide the user the ability to create or initiate a ticket retrieval request. As part of ticket retrieval creation process the system must prompt the user to enter all the required information to create the ticket retrieval request. The ticket retrieval request is a document that is sent to merchant inquiring the validity of a transaction.
Prj-3 - PR-088,The Disputes System must allow the user to create three unique types of ticket retrieval requests. The three types of ticket retrieval requests are (1) Request for original receipt (2) Request for a copy of the receipt or (3) Request for a portfolio. A portfolio consists of documentation that would provide proof of a purchase such as the documentation that is received from a car rental agency that is more than a sales receipt.
Prj-3 - PR-089,The Disputes System must prevent external users from requesting original receipts. Requests for original receipts are restricted to internal users.
Prj-3 - PR-090,"The Disputes System must provide a confirmation to the user upon the creation of ticket retrieval request that contains the following information; the dispute case number, the type of retrieval requested (copy, original or portfolio), and the date that the merchant response is due."
Prj-3 - PR-091,The Disputes System shall allow the user to create or initiate a chargeback request. The system must prompt the user to enter the required information to initiate a chargeback request. The chargeback request results in a printed chargeback notification that is sent to merchant indicating that their account will be charged back if no proof is provided that the disputed transaction is valid.
Prj-3 - PR-092,"The Disputes System must provide a confirmation to the user upon the creation of a chargeback request. The confirmation must contain the following information; the dispute case number, the type of chargeback requested (pending or immediate), and the date that the merchant response is due."
Prj-3 - PR-093,The Disputes System shall prevent the creation of duplicate dispute requests 100% of the time.
Prj-3 - PR-094,"The Disputes System shall accurately provide a list of possible reason codes for a given transaction. The list of possible reason codes must be derived based on the type of transaction and the industry that the merchant belongs to, according to the business rules defined for the Disputes System."
Prj-3 - PR-095,The Disputes System must provide the ability to view existing dispute cases.
Prj-3 - PR-096,"The Disputes System must provide Search functionality. The search method must include the ability to search by (1) the dispute case number, (2) the merchant account number, (3) the cardmember account number and (4) the issuer number. In addition to the above criteria, the search functionality must further allow the user to limit the results of the search by a date range, the type of dispute (ticket retrieval request or chargeback notification), the case status (open, closed or all) and the dispute reason code."
Prj-3 - PR-097,A list of all disputes cases that meet the entered search criteria must be provided to the user. The list of cases must differentiate the type and/or status of the case by color -coding the line item in the list. For example all open cases will be yellow and all closed cases will be gray.
Prj-3 - PR-098,The Disputes System shall provide the users the ability to view the history of all activities that have occurred on the dispute case.
Prj-3 - PR-099,The Dispute System shall provide the users with the ability to follow up on a dispute case via follow-up actions. The list of available follow up actions for a given dispute case must be filtered by the status of the case and the access level of the user.
Prj-3 - PR-100,"The Disputes System shall record the name of the user and the date for any activity that creates or modifies the disputes case in the system. A detailed history of the actions taken on the case, including the date and the user that performed the action must be maintained for auditing purposes."
Prj-3 - PR-101,"For any systematic (non-user initiated) action that occurs on a case such as the disputes aging process, a case activity will be generated. Upon the next logon the user that initiated the dispute case must be notified that a systematic action has occurred on the dispute case."
Prj-3 - PR-102,All letter requests must be formatted according to guidelines specified by the Print Letter Utility system.
Prj-3 - PR-103,Any disputes cases that have been closed for over 6 months must be purged from the online disputes database.
Prj-3 - PR-104,"The user shall search for the preferred repair facility using vehicle, vehicle location, and radius in miles"
Prj-3 - PR-105,"The vehicle data shall include vehicle year, make, and model"
Prj-3 - PR-106,"The vehicle location shall include street address, city, state, and zipcode"
Prj-3 - PR-107,"The system shall resolve the zipcode for the street address, city, and state if zipcode is unknown."
Prj-3 - PR-108,The search radius shall be between 1 and 30 miles
Prj-3 - PR-109,The system shall locate the preferred repair facility with the highest ratings for the input criteria
Prj-3 - PR-110,The adjuster shall enter the preferred repair facility on the estimate assignment.
Prj-3 - PR-111,The adjuster shall be able to override the preferred repair facitlity on the estimate assignment.
Prj-3 - PR-112,The preferred repair facility shall be returned to the user.
Prj-3 - PR-113,The system shall return a list of repair facilities within the radius if the preferred repair facility cannot be determined.
Prj-3 - PR-114,The estimator shall search for available recycled parts using damaged vehicle parts information.
Prj-3 - PR-115,The estimator shall search for available recycled parts using a list of preferred parts suppliers.
Prj-3 - PR-116,The system shall search for available recycled parts for the supplied vehicle parts and suppliers.
Prj-3 - PR-117,The estimator shall search by zipcode with a radius of 30 miles if no parts are found for the preferred parts suppliers
Prj-3 - PR-118,The system shall retain the available recycled parts and suppliers returned from the search.
Prj-3 - PR-119,The available recycled parts information and their suppliers shall be returned to the user.
Prj-3 - PR-120,The estimator shall apply selected recycled parts to the collision estimate.
Prj-3 - PR-121,The estimator shall not apply recycled parts to the collision estimate if no available parts are returned.
Prj-3 - PR-122,The adjuster shall review the collision estimate.
Prj-3 - PR-123,The adjuster shall request a recycled parts audit of the collision estimate.
Prj-3 - PR-124,The recycled parts search results provided to the estimator shall be retrieved by the system.
Prj-3 - PR-125,The system shall generate an audit report based on the available recycled parts and the collision estimate.
Prj-3 - PR-126,The audit report shall include the total number of recycled parts used in the estimate.
Prj-3 - PR-127,The audit report shall include the number of available recycled parts from the original search results.
Prj-3 - PR-128,"The audit report shall include the percentage of available recycled parts used in the estimate,"
Prj-3 - PR-129,The audit report shall include the total score of the audit which sums the indivual line items.
Prj-3 - PR-130,The audit report shall be displayed to the user.
Prj-3 - PR-131,The audit report shall be available to other adjusters at later points in time.
Prj-3 - PR-132,The user shall select to view the preferred repair facility ratings.
Prj-3 - PR-133,The current repair facility ratings shall be displayed to the user.
Prj-3 - PR-134,The system will display a blank set of ratings if there are not ratings yet defined.
Prj-3 - PR-135,The user shall enter new ratings based on the audit report
Prj-3 - PR-136,The ratings shall be from a scale of 1-10
Prj-3 - PR-137,The ratings shall include categories for attempted use of recycled parts and actual use of recycled parts
Prj-3 - PR-138,The user shall select to save the preferred repair facility ratings.
Prj-3 - PR-139,The preferred repair facility ratings shall be saved by the system.
Prj-3 - PR-140,The product shall record meeting entries.
Prj-3 - PR-141,The product will notify employees of meeting invitations.
Prj-3 - PR-142,The product shall have the ability to send meeting reminders to employees.
Prj-3 - PR-143,The product shall assign the organizer's contact information to each meeting they create.
Prj-3 - PR-144,The product will record meeting acknowledgements.
Prj-3 - PR-145,The product shall store new conference rooms.
Prj-3 - PR-146,The product shall update existing conference rooms.
Prj-3 - PR-147,The product will be able to delete conference rooms.
Prj-3 - PR-148,The product shall be able to store new room equipment.
Prj-4 - PR-149,The product will update existing room equipment.
Prj-4 - PR-150,The product shall be able to delete room equipment.
Prj-4 - PR-151,The product shall allow an organizer to invite other employees to meetings.
Prj-4 - PR-152,"Each time a conference room is reserved, the conference room schedule shall be updated to reflect the time and date of the reservation."
Prj-4 - PR-153,The product shall record the transportation status of equipment reserved.
Prj-4 - PR-154,The product shall display a map of the company building showing conference room locations.
Prj-4 - PR-155,The product shall record updated meeting agendas.
Prj-4 - PR-156,The product shall send a meeting confirmation to the meeting organizer.
Prj-4 - PR-157,The product shall display room equipment according to search parameters.
Prj-4 - PR-158,The product shall display conference rooms according to search parameters.
Prj-4 - PR-159,The product shall record different meeting types.
Prj-4 - PR-160,The product shall record all the equipment that has been reserved.
Prj-4 - PR-161,The product shall notify building personnel of equipment transport requests.
Prj-4 - PR-162,The product will allow priviledged users to view meeting schedules in multiple reporting views.
Prj-4 - PR-163,The product shall be able to send meeting notifications via different kinds of end-user specified methods.
Prj-4 - PR-164,The product shall have a customizable Look and Feel.
Prj-4 - PR-165,The product shall have an intuitive user interface.
Prj-4 - PR-166,The product will display an available status for unreserved conference rooms.
Prj-4 - PR-167,The System shall allow generation of Inventory Quantity Adjustment documents on demand.
Prj-4 - PR-168,The System shall allow on demand generation of all Inventory Quantity Adjustment documents since certain point of time.
Prj-4 - PR-169,The IQA subsystem shall take into account current inventory status and adjust inventory of substitutionary ingredients accordingly.
Prj-4 - PR-170,"The System shall allow entering, storing and modifying product formulas."
Prj-4 - PR-171,"Product formulas shall allow use of semi-products, which have own formulas."
Prj-4 - PR-172,Product formula ingredients shall allow defining substitutionary ingredients.
Prj-4 - PR-173,Product formula substitutionary ingredients shall be entered automatically by the PFE subsystem.
Prj-4 - PR-174,Formula substitutionary ingredients shall be kept in persisted order
Prj-4 - PR-175,"Product shall allow entering, storing and modifying product menus used by POS terminals."
Prj-4 - PR-176,PME Subsystem shall allow building product menus based on the list of products kept in the accounting system.
Prj-4 - PR-177,PME Subsystem shall allow keeping submenus within menus and products within submenus in a managed and persisted order.
Prj-4 - PR-178,PME Subsystem shall allow for a product to exist in more than one submenu
Prj-4 - PR-179,The RMS System shall have Windows XP look and feel and use GUI futures making its use intuitive.
Prj-4 - PR-180,The System shall generate Inventory Quantity Adjustment document based on product daily sales data and product formulas.
Prj-4 - PR-181,The System shall generate Inventory Quantity Adjustment document automatically when daily Product Sales data is available.
Prj-4 - PR-182,"The website will allow customers to search for movies by title, actor, or director."
Prj-4 - PR-183,"viewing a movie details, the website will display the movies description, actor, and director entered in by the administrator."
Prj-4 - PR-184,"Website shall request, and authorize credit card payment before allowing a user to stream a movie."
Prj-4 - PR-185,"shall be able to stream purchased movie via Windows Media Player, for up to 2 days aftere purchase date."
Prj-4 - PR-186,Website shall allow customers to browse movies by categories entered in by izogn administrator.
Prj-4 - PR-187,Website shall allow customers to view reviews of selected movies by other customers.
Prj-4 - PR-188,Website shall allow customers to add their own movie review for a selected movie.
Prj-4 - PR-189,Website shall allow the Izogn administrator to approve a review posted by a customer.
Prj-4 - PR-190,System will allow customers to pay for a streaming movie with a pre-paid card.
Prj-4 - PR-191,"Website shall allow customers to purchase pre-paid cards of $5, $10, or $20 value either by credit card or mail-in payment option."
Prj-4 - PR-192,"System shall automatically update the main page of the website every Friday, and show the 4 latest movies that have been added to the website."
Prj-4 - PR-193,System shall allow users to update their billing and contact information via the “My Account” section of the website.
Prj-4 - PR-194,"Pre-paid cards shall be distributed via email, or via a printed paper card."
Prj-4 - PR-195,Only registered customers can purchase streaming movies.
Prj-4 - PR-196,"Movies can only be streamed if the customer has purchased a movie, and is within the 2-day time period to stream the movie."
Prj-4 - PR-197,Website must be able to support free trial periods with various parameters set by the Izogn Manager.
Prj-4 - PR-198,"All streaming movie sales will be logged in the database, and accessible by the administrator."
Prj-4 - PR-199,"All registered customer information shall be stored and maintained in the database, even after the customer cancels their account."
Prj-4 - PR-200,"Daily usage statistics should be logged, and accessible by the administrator."
Prj-4 - PR-201,The owner shall have free access to all of the streaming movies.
Prj-4 - PR-202,The vendor will verify the invalid lead.
Prj-4 - PR-203,Vendor will submit a credit validation record to be applied to the enterprise billing system.
Prj-5 - PR-204,If a lead is scored to the high range the system will supply the lead data and score to the enterprise system.
Prj-5 - PR-205,The leads washing functionality will validate all leads received by the web service for valid data
Prj-5 - PR-206,The leads washing functionality will insert all leads captured by the web service.
Prj-5 - PR-207,If the lead's score falls within the high average score then it will be process by the ARA functionality.
Prj-5 - PR-208,If the lead's score falls within the medium average then it will be set for manual verification by an Enrollment Coordinator through the eleads system.
Prj-5 - PR-209,If the lead's score falls within the low average then it will be returned to the supplying vendor
Prj-5 - PR-210,The leads washing functionality will compile both contact and academic scoring information for a total score.
Prj-5 - PR-211,The leads washing functionality will use the parameters supplied by corporate and schools to score part of the lead.
Prj-5 - PR-212,The leads washing functionality will return the lead data supplied to the vendor along with the reason of rejection.
Prj-5 - PR-213,The leads washing functionality will have an interface in which lead data parameters can be maintained.
Prj-5 - PR-214,The leads washing functionality will verify the user's authentication and rights to make parameter updates.
Prj-5 - PR-215,The leads washing functionality will store any potential lead duplicates returned by the enterprise system.
